Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Bangladesh,BGD,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,78.19198509,77.72261868,77.44811683,76.98449255,76.79708826,76.82615869,76.45462768,76.40466228,76.00421243,76.43013899,76.37075718,76.1497171,75.80805923,75.32723434,74.43800368,74.26755113,74.17769892,74.00595077,74.44386286,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,92.5091352,92.79488669,92.86122216,92.9569592,93.14994606,93.43765775,93.32023576,92.90744467,92.62418465,92.77961303,92.60299625,92.48395967,92.45535714,92.06566347,91.88576609,91.98423127,92.16261526,92.06680585,92.54706108,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Arable land (% of land area),AG.LND.ARBL.ZS,5.663939585,5.530656342,5.397492744,5.264209501,5.131045903,5.092400941,5.161435439,5.230469937,5.299504435,5.368538933,5.437573431,5.50660793,5.575642428,5.644676926,5.713711424,5.782745922,5.852258995,5.92679711,6.001215581,6.075753696,6.150291811,6.224710282,6.299248397,6.373666868,6.448204983,6.522743098,6.597161569,6.671580041,6.746118155,6.820619181,6.895108242,6.969584142,..
Brazil,BRA,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,60.92582468,60.25910491,59.60007206,58.94859395,58.30454141,57.66778821,57.03821095,56.41568902,55.80010448,55.19134199,54.58928879,56.21586894,57.63732129,58.89014723,60.00267272,58.70751589,57.32160732,55.83506224,54.23650623,54.0269665,60.86563113,60.03349574,58.36090226,63.07829181,61.63690476,..,..
Brazil,BRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0.735735736,0.77465701,0.813578284,0.852499558,0.891420833,0.930342107,0.968556792,0.974209504,0.979862215,0.985514927,0.991167638,0.99682035,1.002473061,1.008125773,1.013778484,1.019431196,1.025083907,1.099099099,1.172955308,1.246879968,1.320804628,1.277435524,1.234066419,1.190697315,1.148595654,1.128069246,1.171347818,1.160219043,1.174704116,1.191308956,1.186892775,..,..
Brazil,BRA,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,41.65,43.85333333,46.05666667,48.26,50.46333333,52.66666667,54.83,55.15,55.47,55.79,56.11,56.43,56.75,57.07,57.39,57.71,58.03,62.22,66.401,70.585875,74.77075,72.315625,69.8605,67.405375,65.022,63.86,66.31,65.68,66.5,67.44,67.19,..,..
Brazil,BRA,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,3500000,152800000,58000000,473000000,649900000,516300000,711280000,26930000,207460000,48200000,255330000,3164000,382600000,140570000,828400000,14800000,230400000,127500000,4572800000,2947100000,1786800000,1726700000,222700000,218600000,1400000,313980000,1329380000,5614000000,565200000
Brazil,BRA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,93.47152526,93.81434358,94.14248975,94.46352639,94.77735764,95.08413598,95.38418819,95.67762687,95.96456397,96.24479883,96.51879999,96.787975,97.05097804,97.30767188,97.55858119,97.80356479,97.95583973,98.45095603,98.6794937,98.93554395,99.3208588,99.5894011,99.59377131
Brazil,BRA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,..,..,..,..,..,..,..,..,..,..,73.12879883,74.03790788,74.92798348,75.81264027,76.69153716,77.56479142,78.43291105,79.29597804,80.15407898,81.00652688,81.8542072,82.70057619,83.54222414,84.37851422,85.21064144,86.03795942,86.86024329,87.67795928,88.4905439,89.29879593,90.07847648,90.81098524,90.88349937
Brazil,BRA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,76.03210041,76.59752565,76.98463911,77.26596854,77.54171058,77.81196826,78.0771293,78.33726592,78.59245281,78.8422057,79.08718376,79.32989308,79.56786713,80.38308089,81.19480278,82.00246168,82.74326021,83.60515498,84.40003882,85.1909259,85.92161788,86.64403312,87.25871547
Brazil,BRA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,35.74204223,36.16762648,36.58590008,37.00214679,37.41623588,37.82821473,38.2382812,38.64646829,39.05281041,39.45704332,39.85951066,40.26155426,41.15432195,42.06269459,42.98721069,43.9276599,44.88398331,45.85641888,46.84473202,47.84931303,48.70631793,49.55150867,49.58673724
Brazil,BRA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,..,..,..,..,3500000,152800000,58000000,99100000,433200000,297000000,711280000,26930000,2460000,48200000,45730000,3164000,..,140570000,828400000,14800000,230400000,127500000,4572800000,2947100000,1786800000,1726700000,222700000,218600000,1400000,313980000,1329380000,5614000000,565200000
Brazil,BRA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,37563.09136,36918.81601,36311.55429,35729.41641,35165.75601,34620.60756,34094.78514,33587.12906,33097.55898,32630.82226,32187.86752,31765.55889,31366.93252,30997.2205,30646.04477,30305.57171,29980.82594,29673.00677,29381.49127,29102.77262,28830.65609,28564.17677,28308.15537,28063.40676,27823.6987,27589.30515,27366.39055,27150.43326,26935.77484,26730.20621,26552.99315,..,..
Brazil,BRA,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,..,..
Brazil,BRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.963440655,6.841389377,6.806084884,6.778109239,8.721989375,5.011666465,4.768411211,4.685047029,4.750044784,4.64598154,4.750459976,4.801043016,5.475274893,6.167184386,5.665311576,4.651168823,4.370043778,4.416915436,4.567851183,4.476773992,4.115756488,4.342034128,4.168328222,4.506886182,4.325610537,4.319149428,4.891353587,4.600591694,4.420399304,4.205014096,5.711485117,7.486921328,6.813181971
Brazil,BRA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,-3.72,1.370000017,4.889999921,-0.069999935,5.449876942,4.076057277,2.953171109,0.81302798,3.408888096,6.525237747,2.723405931,5.200340273,8.020170868,8.306342199,1.995123583,1.120060504,4.639422806,3.247001015,5.770967181,-3.72867985,6.696942466,5.638646425,-3.082242243,8.361443982,2.790794457,3.314331433,-5.224217757,14.15238623,1.307055791,0.415036933,4.174578551,0.277889018,-1.743655568
Brazil,BRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,..,18.76836,19.23612,18.85456,18.05246,17.93969,16.85023,16.67523,15.99647,16.49351,16.26077,16.24787,16.34461,16.50105,16.97143,16.45133,15.44589,14.51204,13.68068,13.26799,12.44521,11.8259,11.34677,11.00035,10.19422,10.04079,10.0091,9.346427,9.152946,8.960098,9.529819,9.689179,..
Brazil,BRA,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.945394429,..,..,..,..,..,..,..,..,..,..,2.914134075,..,..,..,..,..
Brazil,BRA,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.104339,27.93446867,27.76459834,27.59472801,27.42485768,27.25546593,27.267873,27.28028006,27.29268713,27.3050942,27.31750126,27.32990833,27.3423154,27.35472246,27.36712953,27.3795366,27.39257777,27.47881706,27.56505634,27.65129562,27.73753491,27.82377419,27.91001347,27.99625275,28.08249204,28.16873132,28.2549706,28.34106631,28.41562848,28.4901295,28.56461856,28.63909446,..
Brazil,BRA,Agricultural land (sq. km),AG.LND.AGRI.K2,2349000,2334802,2320604,2306406,2292208,2278050,2279087,2280124,2281161,2282198,2283235,2284272,2285309,2286346,2287383,2288420,2289510,2296718,2303926,2311134,2318342,2325550,2332758,2339966,2347174,2354382,2361590,2368786,2375018.01,2381244.91,2387470.81,2393695.61,..
Brazil,BRA,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,153.9457119,160.35824,167.0839891,174.153958,181.5869981,185.90043,186.310153,183.4922341,180.7477311,178.0738116,175.4677874,172.9273221,170.4495515,168.0323873,165.6736326,163.3711957,161.1099072,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,67.76087875,73.26612729,78.37075787,101.1386622,117.0032178,98.81587294,116.3653222,133.5841892,132.096898,130.814379,144.5168104,148.5714286,164.9112959,188.7633426,229.8192818,174.3133946,184.5780106,233.1424107,214.677601,148.4863843,202.7967653,251.4273191,230.132479,265.5677821,285.0605357,234.9650836,240.1819509,275.9339023,290.6178393,290.2441006,353.4004015,369.4674721,..
Brazil,BRA,Forest area (% of land area),AG.LND.FRST.ZS,70.45802056,70.00565437,69.55328817,69.10092198,68.64855578,68.19618958,67.74382339,67.29145719,66.83909099,66.3867248,65.9343586,65.4616709,64.98898319,64.51629549,64.04360779,63.57092009,63.09823238,62.62554468,62.15285698,61.68016927,61.20748157,61.02332816,60.83917474,60.65502133,60.47086792,60.28671451,60.07103255,59.83288148,59.70842795,59.55852618,59.41747805,59.2705275,..
Brazil,BRA,Land area (sq. km),AG.LND.TOTL.K2,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,..
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,18.03109855,18.34576174,18.65256983,18.95647536,19.26032251,19.56360243,19.86531956,20.16557595,20.46385966,20.75656558,21.04220796,21.32195453,21.59292438,21.85046888,22.10085533,22.34915113,22.59123226,22.82558715,23.05205668,23.27282733,23.49248661,23.7116514,23.92610162,24.13476766,24.34269467,24.54950563,24.74947512,24.94633495,25.14513899,25.33851766,25.50762538,25.64281323,..
Brazil,BRA,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.94,29.41966767,29.41966767,29.41967,30.27737,30.3046875,30.3046875
Brazil,BRA,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.090673284,1.0718892,1.052985473,1.034201389,1.015297662,0.902353873,0.947339958,0.992326044,1.037312129,1.082298215,1.1272843,1.172270386,1.217256471,1.262242556,1.307228642,1.352214727,1.397320456,1.354607604,1.312014396,1.269301543,1.226588691,1.183995482,1.14128263,1.098689421,1.055976569,1.013263717,0.970670508,0.927933727,0.927957656,0.927957656,0.927957656,0.927957656,..
Brazil,BRA,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.482451028,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Population growth (annual %),SP.POP.GROW,1.809855764,1.730061565,1.658534931,1.616165193,1.590157037,1.562366948,1.530465468,1.50015144,1.468339709,1.420222287,1.36677133,1.320694758,1.262841536,1.185669439,1.139393012,1.117202878,1.077353846,1.032027233,0.987284203,0.953147865,0.939418022,0.92858963,0.900343361,0.86834615,0.857834829,0.845992601,0.811256478,0.7922634,0.793768154,0.766107802,0.665176682,0.528590453,0.459583548
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.922,74.69,75.444,76.181,76.903,77.61,78.302,79.048,79.781,80.496,81.192,81.553,81.88,82.203,82.521,82.834,83.143,83.448,83.749,84.044,84.335,84.631,84.923,85.209,85.492,85.77,86.042,86.309,86.569,86.824,87.073,87.317,87.555
Brazil,BRA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.73728423,28.57825261,28.57825261,28.5782512,29.23720831,29.25630489,29.25630489
Brazil,BRA,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.684944305,26.6241067,26.6241067,26.6241,26.82149,26.82148552,26.8214855
Brazil,BRA,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,84.88641144,83.37275544,83.5500394,83.34042623,83.38475382,84.76649013,82.63081872,82.4213978,82.36939712,81.70867653,82.52373491,81.52806895,81.65528302,81.49854382,81.74117528,82.66133092,81.99312715,81.65314892,81.35155851,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,91.85664697,90.44757377,90.88495575,90.15557476,90.29411765,90.72345391,90.44052863,90.90753278,89.68523002,89.66350024,89.31757897,90.60748022,90.14935989,90.57520005,89.5451936,89.6256,88.83853425,93.01293669,92.55547602,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Arable land (% of land area),AG.LND.ARBL.ZS,13.18669614,13.30120097,13.09083162,12.92040583,12.85649615,12.73721166,12.71155479,12.67962651,12.67965314,12.67967977,12.6797199,12.74298198,12.78493429,12.80558261,12.82623053,12.85220495,12.88883063,12.88284996,12.90882344,12.9294708,12.79608011,12.6413861,12.49734374,12.39590802,12.31364527,12.23564319,12.08450102,11.93335755,11.78221407,11.62756266,11.60625934,11.59560768,..
China,CHN,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,83,81.13884136,79.33867244,77.59654365,76.29393938,75.00838555,73.73954956,72.48710743,71.25074346,70.03015002,68.82502728,67.97586922,67.12937781,66.2855405,65.44434483,64.60577843,64.25815503,63.01417819,63.28151986,63.51074719,62.50423585,62.44162775,64.31294547,64.52674355,64.5694259,64.40394583,62.38204033,62.32253367,61.39306791,61.1555836,62.14454059,..,..
China,CHN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,17.77524974,18.07624397,18.3772382,18.67823243,18.80773782,18.93724321,19.0667486,19.19625399,19.32575938,19.45526478,19.58477017,19.60752249,19.63027481,19.65302713,19.67577944,19.69853176,20.19268371,20.21756906,20.48064275,20.7330513,20.86209961,21.15254719,21.28763909,21.42984109,21.09566639,21.03878559,21.4732127,21.1959188,21.07824665,21.40566675,20.20974795,..,..
China,CHN,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,500,508.4666667,516.9333333,525.4,529.0428571,532.6857143,536.3285714,539.9714286,543.6142857,547.2571429,550.9,551.54,552.18,552.82,553.46,554.1,568,568.7,576.1,583.2,586.83,595,598.8,602.8,593.4,591.8,604.02,596.22,592.91,602.12,568.48,..,..
China,CHN,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,30800000,150000000,149300000,211400000,272000000,203200000,72400000,242260000,917650000,662200000,603380000,1007319000,604261030,1901875470,973613580,512430000,639700000,591630000,273960000,169340000,352820000,774050000,950170000,1426080000,1627080000,3326340000,2312270000,3654630000,937080000
China,CHN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,78.89696106,79.25339441,80.44005342,81.59692546,82.72291013,83.81579831,84.8656287,85.87742305,86.85683007,87.8020667,88.71396501,89.58121346,90.41089567,91.20790795,91.97311924,92.70634229,93.40787932,94.07732535,94.71350098,95.3173719,95.89031366,96.69444916,97.64692955
